transaction_number,customer_number,item_name,sale_amount
15995,1358,AMERICAN HOT COFFEE,221.5
22805,6502,FOOD82,56
22151,2663,MISCELLANEOUS,186
8651,7007,MILKSHAKE,110.5
13951,8587,AMERICAN HOT COFFEE,58
29825,10401,FRAPPE,133.5
3309,1306,VANILLA ICE CREAMS,443.5
21887,1850,CHEESE SLICE,564
23637,3896,WHIPPED CREAM,58
4069,10038,AMERICAN HOT COFFEE,123
18587,10305,AMERICAN HOT COFFEE,115.5
33173,5711,LATTE HOT COFFEE,121
4437,2850,WHIPPED CREAM,94.5
28203,4228,FOOD10,215.5
24053,9290,ADD ON TEA,29
10489,6605,MISCELLANEOUS,716.5
31823,5118,FLAVOURED HTO COFFEE,542.5
32519,10110,COOL BLUE,230
3869,4030,FOOD114,210
30609,6433,LATTE HOT COFFEE,65
7181,8261,ESPRESSO HOT COFFEE,51.5
6101,6280,FOOD36,44
32071,9952,MISCELLANEOUS,123
26145,4522,HOT CAPPUCCINO,209.5
12037,7894,FILTER COFFEE,66
33183,570,MISCELLANEOUS,83
11297,4319,COMBO7,219.5
23799,4536,REGULAR HOT COFFEE,115
11103,192,MISCELLANEOUS,67
2819,4267,ARABIAN HOT COFFEE,321
13955,5933,#N/A,298
27143,9741,FLAVOURED TEA11,123
15799,7386,CHEESE SLICE,110.5
31371,134,FOOD111,535.5
10503,551,FOOD18,342.5
2371,3674,ESPRESSO HOT COFFEE,12
22475,348,MISCELLANEOUS,253
27571,2251,CHEESE SLICE,556.5
1011,10485,DARK COLD COFFEE,42.5
32803,9510,FLAVOURED TEA10,67.5
1007,747,COOL BLUE,142
671,3772,FOOD7,148
28369,2439,DARK COLD COFFEE,101
33617,10763,FRAPPE,134
5135,7935,CHEESE SLICE,604
493,8996,AMERICAN HOT COFFEE,61.5
23879,4166,MISCELLANEOUS,227
29815,8971,MISCELLANEOUS,397.5
30443,4282,BIG LATTE,82.5
19273,3660,AMERICAN HOT COFFEE,87.5
3971,5381,MISCELLANEOUS,244.5
34029,2996,FRAPPE,0
929,1859,ADD ON ESPRESSO,1507.5
14919,7810,MISCELLANEOUS,97
26441,6031,FOOD10,532
20837,2368,COMBO130,93
32609,3793,SUPER COLD COFFEE,65.5
2131,1772,WHIPPED CREAM,325
17231,3547,AMERICAN HOT COFFEE,173.5
22049,3575,AMERICAN HOT COFFEE,245.5
11967,5153,AMERICAN HOT COFFEE,65.5
4011,5730,MISCELLANEOUS,204
13091,8894,SUPER COLD COFFEE,118.5
31261,9301,LATTE HOT COFFEE,175.5
27795,1498,FLAVOURED HTO COFFEE,186
14649,2852,MISCELLANEOUS,798
31307,7819,TOPPING SYRUPS,354
30601,10190,MISCELLANEOUS,32
26895,5359,FILTER COFFEE,174
29689,534,FOOD6,280.5
12137,3507,FOOD134,513.5
14115,4668,AMERICAN HOT COFFEE,187
18709,2352,MISCELLANEOUS,0
2695,2038,FOOD18,163
6423,6267,TOPPING SYRUPS,327
14409,3607,HOT CAPPUCCINO,183
2415,9834,COMBO50,307.5
27805,7780,LATTE HOT COFFEE,37
15977,2634,AMERICAN HOT COFFEE,195.5
14797,7958,FOOD52,300
16797,1739,LATTE HOT COFFEE,256
14249,8385,ADD ON ESPRESSO,227
12417,2422,LATTE HOT COFFEE,256
6843,668,CHEESE SLICE,182
2811,540,FOOD103,399
28703,1502,FOOD123,475
20757,9565,FLAVOURED TEA9,172
3739,4832,ESPRESSO HOT COFFEE,51.5
27937,1280,ARABIAN COLD COFFEE,236
12409,2422,TOPPING SYRUPS,322
8485,7129,CHOCOLATE ICE CREAMS,420
7067,4158,ICE CREAM8,242
14453,938,FLAVOURED TEA6,46
30299,8210,AMERICAN HOT COFFEE,202
25113,2432,HOT CHOCOLATE,526.5
19913,3484,COOL BLUE,182
14019,5771,FOOD67,233
1471,4327,CHEESE SLICE,239.5
9039,3188,FLAVOURED HTO COFFEE,169.5
9209,8492,CHEESE SLICE,227.5
21827,8017,TOPPING SYRUPS,280
10259,7911,VANILLA ICE CREAMS,412
2363,9123,FILTER COFFEE,317
5615,6489,MISCELLANEOUS,214.5
33063,2097,FRAPPE,87.5
6633,10249,MISCELLANEOUS,255
32979,4695,DARK COLD COFFEE,212
29141,10411,COMBO3,55
19243,696,FOOD19,20.5
29183,2858,CHEESE SLICE,284.5
10059,10692,MISCELLANEOUS,111.5
8699,9569,FLAVOURED HTO COFFEE,337.5
8149,4153,AMERICAN HOT COFFEE,58.5
19647,3804,FOOD36,171.5
19441,396,ESPRESSO HOT COFFEE,186
3551,6188,FRAPPE,418
28071,7243,MISCELLANEOUS,164.5
25435,8170,FRAPPE,643
24265,1255,DARK COLD COFFEE,462
9023,8334,LATTE HOT COFFEE,359.5
25087,6031,FRAPPE,420
17307,375,CHEESE SLICE,41
1621,7911,DARK HOT COFFEE,524.5
7399,4846,LEMONADE,567
8443,7292,COMBO1,287
11001,3616,COMBO1,58.5
5853,3566,FRAPPE,163
20287,8808,MISCELLANEOUS,179
17397,2319,FOOD5,341.5
31005,2473,MISCELLANEOUS,34.5
31521,3507,FOOD100,456
2787,7420,CHEESE SLICE,20.5
3725,7275,FRAPPE,335
7249,9690,HOT CAPPUCCINO,249
8737,6335,INDIAN COLD COFFEE,104
16235,4535,VANILLA ICE CREAMS,132
25439,5831,HOT CAPPUCCINO,249
28313,5105,MILKSHAKE,110.5
24239,8482,DARK COLD COFFEE,205.5
29573,8886,COMBO21,221
18339,124,TOPPING SYRUPS,230.5
12121,5421,COMBO102,477
9789,7493,FRAPPE,525
27951,3653,AMERICAN HOT COFFEE,65
7777,8461,FOOD6,98
15661,6897,COMBO130,73.5
11045,2709,FRAPPE,357
34151,3790,TOPPING SYRUPS,137
14905,8060,INDIAN COLD COFFEE,292.5
12531,8389,MISCELLANEOUS,10
5001,325,FOOD10,74.5
29729,10291,FRAPPE,177.5
30837,9578,FRAPPE,347
31703,10734,FRAPPE,100
16987,5913,FILTER COFFEE,58
14211,9061,DARK COLD COFFEE,428
22927,5879,AMERICAN HOT COFFEE,61.5
5793,909,MISCELLANEOUS,403
8021,9767,MISCELLANEOUS,222
28003,4855,FLAVOURED LATTE,79
1289,154,MISCELLANEOUS,155
25223,2250,FOOD134,57
30191,6310,MISCELLANEOUS,188.5
3377,855,MISCELLANEOUS,113.5
22853,6789,FOOD100,553.5
30025,4139,CHEESE SLICE,305.5
7965,9767,LATTE HOT COFFEE,177.5
31027,7343,ICE CREAM1,105
19907,2022,FOOD7,263.5
15685,188,VANILLA ICE CREAMS,865.5
18695,7938,REGULAR HOT COFFEE,57.5
29935,9289,FRAPPE,176
14157,5276,FRAPPE,220.5
2263,8683,FLAVOURED TEA3,72
18269,6278,ICE CREAM8,384
18901,7432,FOOD4,284.5
8669,5160,FLAVOURED HTO COFFEE,234.5
22139,2930,AMERICAN HOT COFFEE,209
21087,7915,COMBO102,170.5
29673,1056,TOPPING SYRUPS,431.5
11831,10358,ITALIAN HOT COFFEE,195.5
19807,267,FRAPPE,0
1277,9854,DARK COLD COFFEE,56.5
5849,8993,CHEESE SLICE,8
29793,9819,#N/A,132.5
7817,1441,ICE CREAM8,509.5
8037,7528,FLAVOURED TEA6,13
16125,9230,MISCELLANEOUS,436.5
4769,6914,SUPER COLD COFFEE,65.5
16179,6599,FOOD7,217.5
30619,10570,MISCELLANEOUS,447.5
28801,9749,AMERICAN HOT COFFEE,292.5
26721,9286,FRAPPE,192.5
22121,5614,COMBO9,109
10199,1944,FOOD133,67
9629,6990,FLAVOURED TEA15,58
2417,8320,MISCELLANEOUS,207
4891,3429,ARABIAN HOT COFFEE,367.5
29633,1068,LEMONADE,121
21841,173,AMERICAN HOT COFFEE,498
7271,4913,REGULAR HOT COFFEE,81
9709,4539,AMERICAN HOT COFFEE,254.5
4587,3087,AMERICAN HOT COFFEE,65
18541,8744,ADD ON TEA,29
31727,3591,VANILLA ICE CREAMS,731.5
31953,5058,LATTE HOT COFFEE,499
1481,2432,FOOD132,273.5
30989,2175,MISCELLANEOUS,454.5
17579,2716,AMERICAN HOT COFFEE,728.5
839,6664,FRAPPE,315
28877,6802,COMBO50,104
4731,3932,FLAVOURED TEA9,84.5
16613,5183,VANILLA ICE CREAMS,336.5
12733,5421,FOOD4,403.5
7139,8836,MILKSHAKE,228
25589,8646,FLAVOURED TEA12,66.5
9595,8944,VANILLA ICE CREAMS,258.5
13685,117,AMERICAN HOT COFFEE,173.5
5501,10277,DARK COLD COFFEE,212
6479,9858,AMERICAN HOT COFFEE,322
4695,6949,FRAPPE,265.5
18885,8453,LATTE HOT COFFEE,480.5
25017,2245,FOOD40,1137
5207,6553,MISCELLANEOUS,200
3751,4595,MILKSHAKE,55
12553,7817,CRUNCHY FRAPPE,39
5071,5615,#N/A,295.5
4771,9531,DARK HOT COFFEE,659.5
32657,4585,MISCELLANEOUS,440.5
22365,6775,#N/A,311.5
13173,7073,AMERICAN HOT COFFEE,61.5
27119,7971,MILKSHAKE,52.5
15207,4392,SUPER COLD COFFEE,219.5
34239,2238,MISCELLANEOUS,173.5
7197,9283,FOOD7,357
12145,10385,MISCELLANEOUS,205
13001,4778,HOT CAPPUCCINO,259
29445,8026,DARK COLD COFFEE,208.5
9183,2863,FRAPPE,545.5
26981,8609,FOOD117,103.5
13117,3522,MISCELLANEOUS,384.5
2045,2860,DARK COLD COFFEE,275
34085,3684,DARK HOT COFFEE,207.5
12255,427,ADD ON ESPRESSO,250
26881,7612,CHEESE SLICE,445
2213,3394,MILKSHAKE,146
14371,9451,CHEESE SLICE,20.5
1963,6778,FLAVOURED TEA3,327
34523,194,FLAVOURED TEA18,453
15621,375,FOOD4,442
8335,7265,MISCELLANEOUS,246
25909,6225,CHEESE SLICE,721
20583,1107,FOOD70,371
25961,1629,MISCELLANEOUS,93.5
32725,8501,FOOD6,257.5
14363,4838,TOPPING SYRUPS,251
29193,1025,LEMONADE,214
6669,4160,ARABIAN HOT COFFEE,274
34679,2122,CHOCOLATE ICE CREAMS,290
20341,9041,AMERICAN HOT COFFEE,231
25811,8492,AMERICAN HOT COFFEE,310.5
21977,4658,FOOD7,27.5
25787,6742,AMERICAN HOT COFFEE,167.5
19803,9902,AMERICAN HOT COFFEE,194.5
14351,9833,MISCELLANEOUS,87
10991,4745,FOOD7,63
13035,7933,MISCELLANEOUS,394
12779,3413,REGULAR HOT COFFEE,132.5
11409,6493,FRAPPE,453.5
2923,1948,FRAPPE,79
18401,4166,WHIPPED CREAM,360.5
20243,8597,FRAPPE,188.5
3009,4058,CHEESE SLICE,187.5
8581,4934,FOOD92,306.5
31849,7493,WHIPPED CREAM,524
25011,5784,FOOD3,145
19121,3162,FOOD104,187
26891,10350,AMERICAN HOT COFFEE,25
21331,7273,FILTER COFFEE,158.5
34075,10120,ADD ON ESPRESSO,557
8621,10186,MILKSHAKE,386
17987,2638,FOOD124,202
13595,540,FOOD128,376.5
8307,7737,FOOD5,202.5
12213,2406,#N/A,241.5
11161,2988,AMERICAN HOT COFFEE,317.5
33633,7363,FOOD7,331
31301,8632,MISCELLANEOUS,293
29065,1393,REGULAR HOT COFFEE,1228.5
7179,2292,FOOD49,285
10069,530,AMERICAN HOT COFFEE,122.5
34381,9459,CHOCOLATE ICE CREAMS,355.5
24337,8661,ADD ON ESPRESSO,241.5
16445,1204,MISCELLANEOUS,223
2637,2741,VANILLA ICE CREAMS,327
5141,4352,LATTE HOT COFFEE,167.5
28205,2373,FLAVOURED HTO COFFEE,410
10921,8400,AMERICAN HOT COFFEE,14.5
29449,5132,FOOD135,262
22165,10693,REGULAR HOT COFFEE,221
5219,3712,FLAVOURED TEA11,133.5
5685,5997,AMERICAN HOT COFFEE,66.5
10363,5258,COMBO46,784.5
4855,2037,FRAPPE,173.5
1447,8340,FOOD4,19.5
29579,1253,FOOD19,503.5
23531,2054,SUPER COLD COFFEE,1085.5
3233,5291,FOOD33,651
3345,8,MISCELLANEOUS,267.5
7183,7932,AMERICAN HOT COFFEE,173.5
34357,5,CHEESE SLICE,250.5
31979,7638,FOOD139,420
23535,3236,CHEESE SLICE,243.5
34247,6633,CHEESE SLICE,331.5
13769,949,MISCELLANEOUS,148.5
6801,2971,REGULAR HOT COFFEE,714.5
30301,9420,DARK COLD COFFEE,101
5807,9013,MILKSHAKE,272.5
17979,3792,FOOD98,314.5
7279,9691,ICE CREAM12,1340
27813,7931,COMBO130,134
32835,5260,CHOCOLATE ICE CREAMS,152.5
31803,6037,AMERICAN HOT COFFEE,162
9087,5525,COMBO3,259.5
34035,7043,VANILLA ICE CREAMS,357.5
23467,8404,LEMONADE,253
24327,7042,MISCELLANEOUS,217
26543,7038,TOPPING SYRUPS,302.5
8605,10050,MILKSHAKE,130.5
33699,8435,FOOD92,153
4311,4586,FLAVOURED HTO COFFEE,349.5
7365,8592,FRAPPE,75.5
7569,6910,MISCELLANEOUS,0
31075,4312,MISCELLANEOUS,493
13941,7284,FLAVOURED HTO COFFEE,175.5
24457,783,VEGAN COLD COFFEE,25.5
28633,2572,FLAVOURED HTO COFFEE,428
14025,3963,REGULAR HOT COFFEE,80.5
1301,1225,TOPPING SYRUPS,24
29359,8137,FOOD122,200.5
18803,4158,VANILLA ICE CREAMS,137.5
30697,10287,FOOD10,280
30643,7612,MISCELLANEOUS,230
21457,10011,FOOD36,209
23111,213,AMERICAN HOT COFFEE,177.5
23817,8865,VANILLA ICE CREAMS,1165.5
16531,526,FLAVOURED HTO COFFEE,228
18117,990,MISCELLANEOUS,104
8291,2852,FLAVOURED TEA9,1120
2993,3749,HOT LATTE,250
21471,9263,AMERICAN HOT COFFEE,388.5
16561,5851,HOT LATTE,165.5
18781,4282,BIG LATTE,79
14277,9010,MISCELLANEOUS,5596
29373,7137,CHOCOLATE ICE CREAMS,478
19197,7482,AMERICAN HOT COFFEE,328.5
14965,2439,MISCELLANEOUS,213.5
5381,5769,SUPER COLD COFFEE,65.5
3641,6122,MISCELLANEOUS,138.5
9585,472,FOOD127,439
10327,3882,ARABIAN HOT COFFEE,104
12687,2006,COMBO11,264
30503,3462,CHOCOLATE ICE CREAMS,257.5
15135,7123,FRAPPE,292.5
33311,6217,MISCELLANEOUS,203
5443,10675,FRAPPE,84.5
22661,9259,FLAVOURED TEA9,121
12917,4502,MISCELLANEOUS,386
11405,3170,REGULAR HOT COFFEE,188
18017,8492,ADD ON TEA,303
6417,8024,FLAVOURED TEA2,353.5
8949,2574,FRAPPE,976.5
22249,9877,TOPPING SYRUPS,193
5619,10722,ICE CREAM8,107
34159,9762,CHEESE SLICE,489
22651,361,CHEESE SLICE,675
10285,5669,COMBO51,203
19871,4734,TOPPING SYRUPS,261.5
11711,1849,COMBO39,177
2345,4718,FOOD132,735.5
27675,6519,FRAPPE,0
21333,7108,AMERICAN HOT COFFEE,167.5
15391,9943,VANILLA ICE CREAMS,314
21941,8350,COMBO1,229.5
24995,2108,MILKSHAKE,281
19209,3569,COMBO29,396
3941,6719,FOOD9,376.5
17569,1526,COMBO1,259
32819,2685,TOPPING SYRUPS,256.5
32565,2048,MISCELLANEOUS,36
15773,2182,MILKSHAKE,55
21687,2520,TOPPING SYRUPS,65.5
4917,6569,CHEESE SLICE,20.5
31389,262,ICE CREAM8,391
20051,7100,TOPPING SYRUPS,354
14189,1393,FILTER COFFEE,80.5
30085,3249,FRAPPE,302
19785,5087,FOOD1,257.5
23447,1274,FRAPPE,269.5
6781,10579,FRAPPE,236.5
15489,5129,TOPPING SYRUPS,153
34739,10247,VANILLA ICE CREAMS,31
23481,188,LATTE HOT COFFEE,472.5
12123,9111,FRAPPE,266.5
24169,5460,FLAVOURED HTO COFFEE,956
23317,1754,COMBO12,199.5
23587,3944,COMBO10,315
34501,6201,FRAPPE,232.5
25037,7769,DARK COLD COFFEE,296.5
14911,5046,FLAVOURED HTO COFFEE,145.5
1957,2432,FOOD108,362
14781,518,#N/A,7.5
32749,6095,FOOD50,101
32913,5825,FOOD129,285
10381,9862,FRAPPE,424
31149,3478,LATTE HOT COFFEE,21
13391,8138,FRAPPE,84.5
28545,5639,FLAVOURED TEA5,312
12995,5500,FRAPPE,212
6913,8158,VANILLA ICE CREAMS,229
21695,9051,FRAPPE,0
20429,10416,MISCELLANEOUS,76.5
8483,1460,FOOD4,242
9769,7524,AMERICAN HOT COFFEE,50.5
11369,3875,TOPPING SYRUPS,483.5
26461,4727,FLAVOURED HTO COFFEE,158.5
34657,6581,MISCELLANEOUS,182.5
24803,3189,MISCELLANEOUS,342
17593,5782,VANILLA ICE CREAMS,619.5
24343,4549,FOOD31,349.5
22123,6652,COMBO1,162
19655,7786,COMBO1,212
12351,681,FLAVOURED FRAPPE,253.5
12547,4538,AMERICAN HOT COFFEE,137
3005,7690,MISCELLANEOUS,112.5
1329,4419,TOPPING SYRUPS,51.5
25959,5885,#N/A,15
15559,1404,FOOD36,117
17715,4611,INDIAN COLD COFFEE,542
8857,10395,MISCELLANEOUS,316.5
27973,3342,VANILLA ICE CREAMS,107
20545,1237,CHEESE SLICE,308
2731,9257,MISCELLANEOUS,463.5
33169,8848,CRUNCHY FRAPPE,70
6177,5381,COMBO3,597.5
3419,10335,REGULAR HOT COFFEE,920.5
19645,10669,TOPPING SYRUPS,174.5
11955,506,FOOD7,371
19013,1382,FOOD22,876.5
7703,6653,FRAPPE,153
14149,8139,FOOD53,633
28719,8740,FOOD112,313
9493,7229,FLAVOURED TEA6,935
5225,8334,FOOD133,176
11617,9361,MISCELLANEOUS,364
17299,2952,CRUNCHY FRAPPE,75.5
11591,8134,COMBO1,177
25873,416,CHEESE SLICE,313.5
29955,10300,CHEESE SLICE,49.5
30235,5532,FRAPPE,79
20947,7292,CHEESE SLICE,260
4991,2311,AMERICAN HOT COFFEE,58
2965,7846,VANILLA ICE CREAMS,468.5
28085,3133,AMERICAN HOT COFFEE,123
14599,878,TOPPING SYRUPS,252
31999,2194,SUPER COLD COFFEE,207
33007,3235,CHEESE SLICE,199.5
17069,2517,COMBO3,521.5
15511,1166,FRAPPE,107
20733,9594,MISCELLANEOUS,182.5
21635,7819,OTHER DRINKS,360.5
30079,10448,TOPPING SYRUPS,296.5
28465,10653,FRAPPE,279.5
25459,6539,MISCELLANEOUS,293.5
22877,7809,SUPER COLD COFFEE,132.5
14561,8263,REGULAR HOT COFFEE,184
22947,729,TOPPING SYRUPS,333
2447,8492,#N/A,173.5
13585,3044,AMERICAN HOT COFFEE,29.5
9821,180,FRAPPE,104
28339,8751,WHIPPED CREAM,567.5
31235,4673,FOOD30,69.5
4773,2176,AMERICAN HOT COFFEE,267
21673,5825,FOOD100,227.5
10665,9764,FRAPPE,270.5
26213,8197,CHEESE SLICE,359.5
32361,2569,AMERICAN HOT COFFEE,14.5
21259,9670,COMBO130,42
23253,2261,COMBO52,118
21725,10657,AMERICAN HOT COFFEE,486
17803,9449,DARK COLD COFFEE,560.5
12253,260,FOOD25,345.5
12365,9444,FOOD137,527
27943,1919,CHEESE SLICE,492
27273,612,AMERICAN HOT COFFEE,770.5
31827,4817,FRAPPE,280.5
21373,5937,FRAPPE,614.5
11117,2056,FRAPPE,262.5
28913,698,CHEESE SLICE,695.5
6813,10722,TOPPING SYRUPS,396.5
28717,8726,FILTER COFFEE,398
24347,1803,FOOD125,121.5
25493,3088,AMERICAN HOT COFFEE,61.5
27799,2630,#N/A,198.5
8397,2992,FOOD45,512
9911,1378,BIG HOT COFFEE,219.5
32847,5522,MISCELLANEOUS,275
17805,4614,MISCELLANEOUS,489
5983,4883,MISCELLANEOUS,134
623,5301,FLAVOURED TEA9,178
1201,2452,FOOD4,18.5
31553,892,TOPPING SYRUPS,224
22541,5103,MISCELLANEOUS,109.5
9809,1090,AMERICAN HOT COFFEE,123
32601,5860,ARABIAN HOT COFFEE,148.5
14725,8833,FRAPPE,377.5
11475,6335,FOOD20,303.5
3531,9775,REGULAR HOT COFFEE,66
15759,7297,AMERICAN HOT COFFEE,58
21303,64,FOOD15,493.5
11843,6061,MISCELLANEOUS,81.5
7217,2570,NEW CAPPUCINO,237
30807,825,DARK COLD COFFEE,114.5
727,7513,SUPER COLD COFFEE,68.5
10273,4421,ICE CREAM1,145.5
14629,5830,COMBO11,332
17035,3505,FOOD9,272
3591,709,FLAVOURED HTO COFFEE,414
25221,3817,AMERICAN HOT COFFEE,212
15871,10611,REGULAR COLD COFFEE,281
5741,8685,MISCELLANEOUS,416.5
7789,9253,NEW CAPPUCINO,274
13919,2826,MISCELLANEOUS,202.5
31865,10641,AMERICAN HOT COFFEE,52.5
6933,4071,COMBO32,218.5
25183,2791,CHEESE SLICE,466
14265,2267,FRAPPE,277.5
31723,10279,VANILLA ICE CREAMS,405.5
7515,3959,AMERICAN HOT COFFEE,61.5
18079,10195,COMBO1,79
6941,4525,FOOD132,748
22495,6309,FLAVOURED HTO COFFEE,293
19105,4790,COMBO1,903
28101,9400,LATTE HOT COFFEE,115
22527,7910,CHEESE SLICE,262.5
11071,376,FLAVOURED LATTE,180.5
17011,2165,AMERICAN HOT COFFEE,110
25077,6330,FRAPPE,340
30439,6814,SUPER COLD COFFEE,22
25663,2894,VANILLA ICE CREAMS,216
18771,9681,MISCELLANEOUS,225
13037,3332,FOOD90,412.5
8527,3875,CHOCOLATE ICE CREAMS,332
29167,8609,HOT CAPPUCCINO,941
26071,353,CHEESE SLICE,417.5
21403,8970,DARK COLD COFFEE,340.5
31749,10255,FLAVOURED HOT COFFEE,155.5
21921,3800,COMBO3,312.5
21879,6842,ADD ON ESPRESSO,203
27415,95,COMBO130,147
8625,3449,MILKSHAKE,177
28179,4009,DARK HOT COFFEE,309
16005,3539,FRAPPE,218.5
7253,7632,ARABIAN HOT COFFEE,129
15975,8457,LEMONADE,174
26591,4790,MISCELLANEOUS,412.5
15079,3616,FLAVOURED TEA11,167.5
20175,2594,AMERICAN HOT COFFEE,58
28591,4902,AMERICAN HOT COFFEE,115.5
3323,1306,FOOD123,775.5
14607,2952,FLAVOURED TEA12,148
12921,7009,FOOD5,264.5
2343,8024,HOT CAPPUCCINO,127
16867,7829,LEMONADE,495
21575,2157,FRAPPE,689.5
21049,2587,AMERICAN HOT COFFEE,252.5
28513,4614,DARK HOT COFFEE,198
1423,3089,REGULAR HOT COFFEE,66
24583,5893,FRAPPE,23
7821,7292,MISCELLANEOUS,157.5
1521,8679,MISCELLANEOUS,0
9751,195,DARK COLD COFFEE,101
26121,6851,LATTE HOT COFFEE,129.5
7899,9,REGULAR HOT COFFEE,348.5
28021,3547,TOPPING SYRUPS,227
17689,6006,MISCELLANEOUS,249
20121,2527,FOOD26,211
12589,3070,MISCELLANEOUS,341.5
34611,2358,COMBO130,261.5
5541,6142,FOOD26,649.5
19901,4266,COMBO45,191.5
8131,2881,TOPPING SYRUPS,439.5
27179,2036,FRAPPE,75.5
17781,1523,MISCELLANEOUS,292
5643,504,#N/A,29.5
14129,8279,ADD ON ESPRESSO,190.5
19131,9263,CHEESE SLICE,533
20351,2691,LATTE HOT COFFEE,16.5
7265,2628,MISCELLANEOUS,413
3275,7724,AMERICAN HOT COFFEE,167.5
11261,8826,MILKSHAKE,179
30637,4049,MISCELLANEOUS,977
10711,9696,FRAPPE,102.5
28549,4675,FOOD92,368
8779,1555,COMBO1,208
32245,4505,CHOCOLATE ICE CREAMS,190.5
7831,6949,FOOD72,338
26363,1052,MISCELLANEOUS,34.5
28383,9489,FRAPPE,115
27911,3953,LATTE HOT COFFEE,492
18155,6165,FOOD105,821
9581,8826,MILKSHAKE,281
18511,10360,FLAVOURED TEA17,426
13543,4871,#N/A,162
5053,7292,DARK COLD COFFEE,358
17157,2329,COMBO24,238.5
22387,1109,FOOD119,181
975,4869,LATTE HOT COFFEE,221
25009,5489,COMBO130,79
11187,8485,AMERICAN HOT COFFEE,61.5
15933,7925,WHIPPED CREAM,207
13473,10672,FOOD99,232
28505,5746,FRAPPE,193
14577,1814,MISCELLANEOUS,177.5
26777,5359,AMERICAN HOT COFFEE,541
7111,8140,WHIPPED CREAM,335.5
33221,9645,FOOD5,191.5
9117,4075,MISCELLANEOUS,139.5
19857,7348,DARK HOT COFFEE,433.5
33477,3359,FLAVOURED HTO COFFEE,34
28017,1503,DARK HOT COFFEE,1170
14171,7582,CHEESE SLICE,642
26539,10035,AMERICAN HOT COFFEE,123
12357,1674,FOOD99,156
23687,8182,MISCELLANEOUS,333
3907,3448,FOOD106,469.5
7699,1667,FRAPPE,83
23067,4128,MISCELLANEOUS,170.5
14673,6086,MISCELLANEOUS,1365
745,112,COMBO6,179.5
24099,6426,LATTE HOT COFFEE,248
2445,1588,MISCELLANEOUS,219
6931,3324,FOOD33,347
7557,5924,MISCELLANEOUS,109
28753,5874,FOOD139,234
9745,7481,ARABIAN HOT COFFEE,59
31289,10295,TOPPING SYRUPS,214
17809,10406,FRAPPE,90.5
11301,10156,COMBO6,747.5
6363,654,AMERICAN HOT COFFEE,58
3231,2559,MISCELLANEOUS,157
26053,4582,FRAPPE,72
31325,5647,MILKSHAKE,104.5
20013,6297,CHEESE SLICE,938
20823,7808,DARK COLD COFFEE,244.5
18363,1450,MISCELLANEOUS,568
2165,5267,MISCELLANEOUS,2558
777,7815,CHEESE SLICE,321.5
23765,2985,MISCELLANEOUS,287.5
6069,8535,VANILLA ICE CREAMS,91.5
13601,9672,CHEESE SLICE,198
11223,4974,VANILLA ICE CREAMS,272
30569,7600,DARK COLD COFFEE,922
20151,9849,MISCELLANEOUS,317
15471,4613,MILKSHAKE,73
32023,832,TOPPING SYRUPS,265.5
32429,2251,MISCELLANEOUS,410.5
8461,5526,COMBO11,72
8425,1670,REGULAR HOT COFFEE,66
21345,2513,COMBO32,230.5
32751,4198,CHEESE SLICE,333
32983,3898,LEMONADE,85
20333,1927,AMERICAN HOT COFFEE,471
31387,1461,FRAPPE,113.5
24095,880,FRAPPE,250
34195,9731,COMBO27,83.5
8389,8550,TOPPING SYRUPS,787.5
3953,7588,MISCELLANEOUS,190.5
13605,7223,ADD ON ESPRESSO,428
10535,10506,REGULAR HOT COFFEE,66
22191,4241,FOOD10,116.5
25485,10597,MILKSHAKE,220.5
29067,7366,VANILLA ICE CREAMS,265.5
15649,6714,COMBO45,187.5
4853,2285,TOPPING SYRUPS,29.5
21451,3133,FOOD6,287
6095,3859,CHEESE SLICE,148
20381,3934,AMERICAN HOT COFFEE,42
4149,10180,MILKSHAKE,0
31997,8293,MISCELLANEOUS,75
1173,4653,FRAPPE,179
13123,711,CHEESE SLICE,294.5
9399,1831,MISCELLANEOUS,269.5
28233,2738,CHEESE SLICE,184
13209,9690,DARK COLD COFFEE,275
15597,5619,MISCELLANEOUS,126.5
13819,182,FILTER COFFEE,140.5
27831,2841,MISCELLANEOUS,178.5
21279,10153,MISCELLANEOUS,201
12843,9436,DARK HOT COFFEE,227
9855,3278,AMERICAN HOT COFFEE,115.5
11699,10734,CHEESE SLICE,169.5
32663,947,REGULAR HOT COFFEE,70
21867,4392,TOPPING SYRUPS,225.5
7223,7004,TOPPING,128.5
29489,3210,FILTER COFFEE,188.5
3613,450,FOOD17,110.5
19491,9020,CHOCOLATE ICE CREAMS,30
28197,6329,CHEESE SLICE,333.5
12469,6666,WHIPPED CREAM,269
17713,1536,MISCELLANEOUS,307.5
6955,4527,FRAPPE,566.5
3809,4751,AMERICAN HOT COFFEE,208
30791,8878,MISCELLANEOUS,274
29811,3698,REGULAR HOT COFFEE,66
24287,9621,ARABIAN HOT COFFEE,146
15097,2267,AMERICAN HOT COFFEE,55
19681,10176,MISCELLANEOUS,421
12689,5179,FRAPPE,192.5
12565,6590,CHEESE SLICE,20.5
25387,7836,AMERICAN HOT COFFEE,43.5
14179,9858,LATTE HOT COFFEE,211.5
16719,4423,MISCELLANEOUS,1138.5
23247,10448,FLAVOURED HTO COFFEE,289
30265,7634,MILKSHAKE,297
