customer_number,app_install_time,gender,marital_status,date_of_birth,referral_as_source_of_app_install
10048,2018-06-29 17:41:15,MALE,NA,1954-05-09,Not_through_referral
10049,2018-07-03 13:39:08,MALE,NA,1996-07-20,Installed_through_referral
10050,2018-07-15 11:21:01,MALE,NA,1987-04-18,Installed_through_referral
10051,2018-07-26 14:53:25,MALE,NA,2018-06-17,Not_through_referral
10052,2018-07-27 11:02:42,MALE,NA,1994-07-27,Not_through_referral
10053,2018-07-23 16:42:18,MALE,NA,1974-06-20,Not_through_referral
10054,2018-08-11 11:20:59,MALE,NA,1996-12-14,Not_through_referral
10055,2018-08-07 17:17:01,FEMALE,NA,1997-08-25,Installed_through_referral
10056,2018-06-13 12:41:42,FEMALE,NA,1990-11-03,Not_through_referral
10057,2018-06-20 14:44:25,MALE,NA,1990-07-11,Not_through_referral
10058,2018-06-25 15:18:37,MALE,NA,1999-07-09,Installed_through_referral
10059,2018-06-24 07:19:19,MALE,NA,2017-12-02,Not_through_referral
10060,2018-07-11 16:49:27,MALE,NA,1984-08-01,Not_through_referral
10061,2018-07-31 21:00:05,MALE,NA,1995-02-01,Not_through_referral
10062,2018-08-11 17:32:50,FEMALE,NA,1980-12-04,Not_through_referral
10063,2018-06-11 16:25:19,FEMALE,NA,1998-01-01,Not_through_referral
10064,2018-07-03 17:56:14,MALE,NA,1984-03-15,Installed_through_referral
10065,2018-07-15 14:41:34,MALE,NA,1997-11-13,Installed_through_referral
10066,2018-07-13 20:36:29,FEMALE,NA,1999-11-26,Not_through_referral
10067,2018-07-24 18:52:27,MALE,NA,1993-02-24,Not_through_referral
10068,2018-08-12 18:02:30,MALE,NA,1984-07-16,Installed_through_referral
10069,2018-06-05 21:00:25,MALE,NA,1993-06-05,Not_through_referral
10070,2018-06-04 11:55:45,MALE,NA,1999-01-21,Not_through_referral
10071,2018-06-12 15:26:44,MALE,NA,1991-09-12,Not_through_referral
10072,2018-06-13 17:53:16,MALE,NA,1992-11-11,Not_through_referral
10073,2018-06-24 17:50:27,MALE,NA,2018-06-24,Not_through_referral
10074,2018-07-01 19:03:30,MALE,NA,1990-04-12,Not_through_referral
10075,2018-07-22 22:17:18,MALE,NA,2018-07-22,Not_through_referral
10076,2018-06-11 16:23:32,MALE,NA,1991-10-16,Not_through_referral
10077,2018-06-12 13:23:48,MALE,NA,1993-06-22,Not_through_referral
10078,2018-06-16 15:38:47,MALE,NA,1995-06-22,Not_through_referral
10079,2018-07-03 13:54:52,MALE,NA,2018-07-03,Installed_through_referral
10080,2018-07-30 17:41:36,MALE,NA,1998-02-06,Not_through_referral
10081,2018-07-23 23:19:18,MALE,NA,1995-07-10,Installed_through_referral
10082,2018-08-07 19:38:30,MALE,NA,1998-08-04,Not_through_referral
10083,2018-06-22 19:44:26,MALE,NA,2018-06-22,Not_through_referral
10084,2018-06-28 14:44:01,FEMALE,NA,1995-07-22,Not_through_referral
10085,2018-07-04 14:19:28,MALE,NA,1994-08-15,Installed_through_referral
10086,2018-07-22 12:18:17,FEMALE,NA,2000-01-22,Installed_through_referral
10087,2018-07-23 21:10:20,MALE,NA,1994-07-01,Not_through_referral
10088,2018-07-31 13:09:02,MALE,NA,1996-08-26,Installed_through_referral
10089,2018-07-23 18:57:52,MALE,NA,1980-04-06,Installed_through_referral
10090,2018-08-10 15:17:44,MALE,NA,2018-05-31,Not_through_referral
10091,2018-08-08 13:33:11,MALE,NA,1999-02-21,Not_through_referral
10092,2018-06-05 01:28:26,MALE,NA,2000-06-05,Installed_through_referral
10093,2018-06-18 19:49:17,MALE,NA,1987-01-07,Not_through_referral
10094,2018-06-14 20:56:17,MALE,NA,2008-06-14,Installed_through_referral
10095,2018-07-07 23:52:45,MALE,NA,1994-12-28,Installed_through_referral
10096,2018-07-14 19:22:40,MALE,NA,1982-10-08,Not_through_referral
10097,2018-07-18 15:26:00,NA,NA,0000-00-00,Not_through_referral
10098,2018-07-15 14:59:35,MALE,NA,1992-07-01,Not_through_referral
10099,2018-07-18 23:02:51,MALE,NA,2018-07-18,Not_through_referral
10100,2018-08-10 22:34:52,MALE,NA,1995-08-10,Not_through_referral
10101,2018-08-06 14:52:42,MALE,NA,1996-10-07,Installed_through_referral
10102,2018-08-30 10:06:33,MALE,NA,1996-08-22,Installed_through_referral
10103,2018-08-25 21:10:07,MALE,NA,1994-03-09,Not_through_referral
10104,2018-09-28 18:30:50,MALE,NA,2000-09-12,Not_through_referral
10105,2018-08-20 23:58:33,MALE,NA,2000-08-09,Not_through_referral
10106,2018-08-31 03:08:33,MALE,NA,1990-01-18,Not_through_referral
10107,2018-08-15 14:38:37,FEMALE,NA,1996-06-27,Not_through_referral
10108,2018-08-28 08:21:45,MALE,NA,1995-07-30,Not_through_referral
10109,2018-08-25 18:26:41,MALE,NA,2000-05-08,Not_through_referral
10110,2018-09-02 14:06:48,MALE,NA,1998-07-04,Not_through_referral
10111,2018-08-21 14:10:49,MALE,NA,1980-04-02,Not_through_referral
10112,2018-09-06 17:42:38,MALE,NA,2000-06-25,Installed_through_referral
10113,2018-08-26 12:34:01,MALE,NA,1999-09-02,Not_through_referral
10114,2018-09-06 18:11:26,MALE,NA,1993-11-16,Not_through_referral
10115,2018-09-11 14:28:57,FEMALE,NA,1998-09-11,Not_through_referral
10116,2018-08-15 23:10:27,MALE,NA,1992-10-06,Installed_through_referral
10117,2018-08-21 21:47:45,MALE,NA,1996-11-25,Not_through_referral
10118,2018-09-05 13:15:29,MALE,NA,1998-07-11,Installed_through_referral
10119,2018-08-30 15:08:11,MALE,NA,1999-01-01,Not_through_referral
10120,2018-09-13 12:54:01,MALE,NA,1995-02-13,Not_through_referral
10121,2018-06-06 10:26:35,MALE,NA,1997-04-01,Installed_through_referral
10122,2018-06-06 17:00:06,MALE,NA,1997-02-25,Not_through_referral
10123,2018-06-18 17:49:46,MALE,NA,1998-11-05,Installed_through_referral
10124,2018-06-22 00:44:02,MALE,NA,1998-05-22,Not_through_referral
10125,2018-07-01 20:37:17,MALE,NA,1994-04-29,Not_through_referral
10126,2018-07-18 06:35:23,MALE,NA,2000-09-26,Not_through_referral
10127,2018-06-28 17:53:32,FEMALE,NA,1993-06-15,Not_through_referral
10128,2018-06-25 13:50:51,FEMALE,NA,1995-09-08,Installed_through_referral
10129,2018-07-05 19:30:02,MALE,NA,1998-03-02,Not_through_referral
10130,2018-07-28 11:57:01,FEMALE,NA,2018-07-28,Installed_through_referral
10131,2018-08-13 15:26:26,MALE,NA,2018-08-07,Not_through_referral
10132,2018-06-05 18:59:02,FEMALE,NA,1994-01-07,Installed_through_referral
10133,2018-06-17 11:45:36,MALE,NA,1991-07-12,Not_through_referral
10134,2018-06-30 15:04:41,FEMALE,NA,2000-12-26,Not_through_referral
10135,2018-07-02 22:46:44,FEMALE,NA,1981-02-04,Not_through_referral
10136,2018-07-13 18:57:31,MALE,NA,2018-07-13,Not_through_referral
10137,2018-07-26 18:09:51,MALE,NA,1994-08-14,Installed_through_referral
10138,2018-08-14 19:20:52,NA,NA,0000-00-00,Not_through_referral
10139,2018-08-09 19:09:48,MALE,NA,1996-09-08,Not_through_referral
10140,2018-08-13 18:05:51,MALE,NA,1989-01-05,Not_through_referral
10141,2018-08-13 14:49:57,MALE,NA,1996-11-20,Installed_through_referral
10142,2018-08-09 19:40:28,MALE,NA,1983-04-15,Not_through_referral
10143,2018-06-05 16:47:40,FEMALE,NA,2018-06-01,Not_through_referral
10144,2018-06-17 17:33:45,MALE,NA,1997-12-04,Not_through_referral
10145,2018-06-26 14:13:43,FEMALE,NA,1999-11-05,Not_through_referral
10146,2018-06-25 16:30:46,MALE,NA,2018-05-20,Not_through_referral
10147,2018-07-15 10:10:51,MALE,NA,2002-08-01,Installed_through_referral
10148,2018-07-19 20:16:57,MALE,NA,1987-12-26,Not_through_referral
10149,2018-07-20 13:28:57,FEMALE,NA,1994-12-03,Not_through_referral
10150,2018-07-27 12:35:18,MALE,NA,2018-07-27,Not_through_referral
10151,2018-07-30 13:58:05,MALE,NA,1992-08-20,Installed_through_referral
10152,2018-08-05 19:43:01,MALE,NA,2000-04-13,Not_through_referral
10153,2018-08-12 17:38:21,MALE,NA,1997-08-24,Not_through_referral
10154,2018-06-02 19:27:17,MALE,NA,1994-11-16,Not_through_referral
10155,2018-06-03 16:15:42,MALE,NA,1996-10-18,Not_through_referral
10156,2018-06-17 11:59:14,MALE,NA,1998-06-21,Installed_through_referral
10157,2018-06-23 12:58:32,MALE,NA,1994-04-07,Not_through_referral
10158,2018-06-24 14:17:04,MALE,NA,1999-11-29,Not_through_referral
10159,2018-07-07 18:21:36,MALE,NA,1997-03-17,Installed_through_referral
10160,2018-07-31 17:46:44,MALE,NA,1995-02-20,Not_through_referral
10161,2018-08-12 18:35:07,FEMALE,NA,1992-08-03,Not_through_referral
10162,2018-06-19 11:38:02,MALE,NA,1990-04-17,Not_through_referral
10163,2018-06-21 03:02:53,MALE,NA,2017-02-16,Not_through_referral
10164,2018-06-30 17:15:18,FEMALE,NA,1994-11-05,Not_through_referral
10165,2018-07-22 18:14:35,FEMALE,NA,1995-09-13,Not_through_referral
10166,2018-07-22 18:13:30,MALE,NA,1985-05-16,Not_through_referral
10167,2018-07-18 16:30:56,MALE,NA,2018-07-13,Installed_through_referral
10168,2018-06-13 19:35:17,MALE,NA,1992-01-16,Not_through_referral
10169,2018-06-18 13:57:07,MALE,NA,1998-03-15,Installed_through_referral
10170,2018-06-13 18:39:32,MALE,NA,1982-04-28,Not_through_referral
10171,2018-06-27 17:58:24,MALE,NA,1992-06-30,Installed_through_referral
10172,2018-06-24 19:53:04,MALE,NA,2018-06-24,Installed_through_referral
10173,2018-06-27 14:55:03,MALE,NA,2018-06-27,Installed_through_referral
10174,2018-06-28 17:00:06,MALE,NA,1998-05-31,Not_through_referral
10175,2018-06-26 14:02:18,MALE,NA,1997-03-02,Installed_through_referral
10176,2018-07-03 17:04:44,MALE,NA,1986-07-03,Not_through_referral
10177,2018-07-14 16:08:01,MALE,NA,2018-07-14,Installed_through_referral
10178,2018-07-18 15:45:28,MALE,NA,1987-11-24,Not_through_referral
10179,2018-08-04 12:11:54,MALE,NA,1999-05-05,Not_through_referral
10180,2018-06-08 11:19:59,FEMALE,NA,1994-05-23,Not_through_referral
10181,2018-06-13 12:20:39,FEMALE,NA,1998-10-21,Not_through_referral
10182,2018-07-05 12:37:58,FEMALE,NA,1996-07-05,Not_through_referral
10183,2018-07-19 23:52:57,MALE,NA,1985-08-14,Installed_through_referral
10184,2018-07-20 20:24:22,MALE,NA,1998-12-16,Not_through_referral
10185,2018-07-21 10:10:04,MALE,NA,1980-06-18,Not_through_referral
10186,2018-06-02 17:32:49,MALE,NA,1991-09-25,Installed_through_referral
10187,2018-06-19 20:53:34,MALE,NA,1998-05-10,Not_through_referral
10188,2018-07-21 18:04:19,MALE,NA,1980-07-25,Not_through_referral
10189,2018-07-20 18:55:37,MALE,NA,1980-07-20,Installed_through_referral
10190,2018-06-17 22:45:53,MALE,NA,1984-12-08,Not_through_referral
10191,2018-06-22 09:30:53,MALE,NA,2018-06-22,Not_through_referral
10192,2018-06-17 14:48:29,MALE,NA,2018-06-17,Not_through_referral
10193,2018-06-25 17:22:13,FEMALE,NA,1994-04-08,Installed_through_referral
10194,2018-06-25 15:34:14,FEMALE,NA,1990-03-14,Not_through_referral
10195,2018-07-02 11:47:15,MALE,NA,2010-03-10,Not_through_referral
10196,2018-08-10 20:04:44,FEMALE,NA,1996-06-28,Installed_through_referral
10197,2018-08-09 17:09:22,MALE,NA,2018-08-09,Installed_through_referral
10198,2018-08-10 07:15:13,MALE,NA,2018-08-10,Not_through_referral
10199,2018-08-15 21:18:53,MALE,NA,1994-08-27,Installed_through_referral
10200,2018-08-18 12:20:00,MALE,NA,1995-09-05,Not_through_referral
10201,2018-08-18 18:37:47,MALE,NA,1999-08-03,Not_through_referral
10202,2018-08-18 20:20:36,FEMALE,NA,1999-09-20,Installed_through_referral
10203,2018-08-24 22:57:34,NA,NA,0000-00-00,Not_through_referral
10204,2018-08-30 23:30:40,MALE,NA,2018-08-30,Not_through_referral
10205,2018-08-18 21:07:01,MALE,NA,2018-08-18,Installed_through_referral
10206,2018-09-01 15:39:29,MALE,NA,1996-06-19,Not_through_referral
10207,2018-09-07 17:41:59,FEMALE,NA,2018-09-12,Not_through_referral
10208,2018-09-28 06:00:33,MALE,NA,1998-11-27,Not_through_referral
10209,2018-08-28 18:00:40,FEMALE,NA,1987-08-25,Installed_through_referral
10210,2018-09-16 17:19:31,FEMALE,NA,1998-04-27,Not_through_referral
10211,2018-08-15 16:00:40,MALE,NA,1990-10-03,Installed_through_referral
10212,2018-09-15 13:15:47,MALE,NA,1997-05-03,Not_through_referral
10213,2018-09-10 19:46:51,MALE,NA,1997-12-31,Not_through_referral
10214,2018-08-20 09:35:56,MALE,NA,1997-08-20,Not_through_referral
10215,2018-09-03 00:13:19,MALE,NA,1981-12-02,Not_through_referral
10216,2018-09-12 18:11:42,MALE,NA,1997-10-10,Not_through_referral
10217,2018-08-15 23:07:46,MALE,NA,1996-08-05,Not_through_referral
10218,2018-08-15 21:38:31,FEMALE,NA,1995-05-23,Not_through_referral
10219,2018-09-19 00:34:46,MALE,NA,1991-09-01,Not_through_referral
10220,2018-09-28 21:49:06,MALE,NA,1999-10-23,Not_through_referral
10221,2018-09-14 10:23:51,FEMALE,NA,1997-03-28,Not_through_referral
10222,2018-06-12 11:46:40,MALE,NA,2018-05-01,Not_through_referral
10223,2018-06-06 11:33:49,MALE,NA,1992-06-06,Not_through_referral
10224,2018-06-11 18:00:59,MALE,NA,1991-12-12,Not_through_referral
10225,2018-06-24 15:23:25,MALE,NA,1991-12-08,Not_through_referral
10226,2018-07-10 15:42:20,MALE,NA,1988-08-14,Not_through_referral
10227,2018-07-17 00:35:54,MALE,NA,1993-11-23,Not_through_referral
10228,2018-07-25 11:33:08,FEMALE,NA,1993-07-16,Not_through_referral
10229,2018-06-01 00:13:11,MALE,NA,1980-11-18,Not_through_referral
10230,2018-06-12 20:59:20,MALE,NA,1998-12-01,Installed_through_referral
10231,2018-06-25 18:32:47,MALE,NA,1979-11-07,Not_through_referral
10232,2018-06-28 19:44:45,FEMALE,NA,2010-09-26,Installed_through_referral
10233,2018-06-22 11:43:36,MALE,NA,1999-07-08,Not_through_referral
10234,2018-07-14 01:43:23,MALE,NA,2017-03-04,Installed_through_referral
10235,2018-07-26 14:51:39,FEMALE,NA,2018-05-08,Not_through_referral
10236,2018-06-09 12:49:45,FEMALE,NA,2012-08-23,Installed_through_referral
10237,2018-06-16 18:29:27,MALE,NA,1990-11-28,Not_through_referral
10238,2018-06-17 17:56:07,MALE,NA,1995-02-27,Not_through_referral
10239,2018-07-01 10:28:38,MALE,NA,1987-02-26,Not_through_referral
10240,2018-06-29 12:32:08,FEMALE,NA,1995-04-20,Installed_through_referral
10241,2018-06-27 11:03:47,MALE,NA,1993-03-31,Not_through_referral
10242,2018-07-11 11:39:49,MALE,NA,1989-09-09,Installed_through_referral
10243,2018-07-13 21:35:47,MALE,NA,1994-08-03,Installed_through_referral
10244,2018-07-13 20:31:32,MALE,NA,1998-06-20,Not_through_referral
10245,2018-08-02 19:08:45,MALE,NA,1979-05-17,Not_through_referral
10246,2018-08-11 19:18:32,MALE,NA,1982-01-06,Installed_through_referral
10247,2018-06-05 22:36:53,MALE,NA,1970-01-10,Not_through_referral
10248,2018-06-27 14:39:43,MALE,NA,1997-08-25,Installed_through_referral
10249,2018-07-04 16:54:30,FEMALE,NA,1995-07-04,Installed_through_referral
10250,2018-07-20 14:10:55,MALE,NA,1990-02-24,Installed_through_referral
10251,2018-08-01 17:59:41,MALE,NA,1993-08-03,Not_through_referral
10252,2018-07-28 23:17:15,MALE,NA,1991-07-27,Not_through_referral
10253,2018-08-14 16:54:28,MALE,NA,1989-12-21,Not_through_referral
10254,2018-07-01 12:10:41,MALE,NA,1998-07-01,Installed_through_referral
10255,2018-06-27 09:54:00,MALE,NA,1996-11-22,Installed_through_referral
10256,2018-07-06 17:23:34,FEMALE,NA,1995-12-25,Not_through_referral
10257,2018-07-04 14:44:32,MALE,NA,1989-08-30,Not_through_referral
10258,2018-07-08 11:44:52,MALE,NA,1994-12-06,Not_through_referral
10259,2018-07-16 13:56:11,MALE,NA,1980-07-09,Not_through_referral
10260,2018-08-01 10:25:51,MALE,NA,1993-03-03,Not_through_referral
10261,2018-08-04 20:32:41,FEMALE,NA,2018-08-01,Not_through_referral
10262,2018-08-06 11:44:36,MALE,NA,1985-12-24,Not_through_referral
10263,2018-08-11 10:10:32,MALE,NA,1998-10-14,Not_through_referral
10264,2018-06-10 15:09:35,MALE,NA,1975-06-10,Installed_through_referral
10265,2018-06-19 16:54:32,MALE,NA,2018-06-02,Not_through_referral
10266,2018-06-27 17:04:37,MALE,NA,2018-06-27,Not_through_referral
10267,2018-07-07 22:45:50,MALE,NA,2018-02-24,Not_through_referral
10268,2018-07-19 21:44:26,MALE,NA,1988-02-22,Not_through_referral
10269,2018-07-22 20:26:49,MALE,NA,1998-10-29,Not_through_referral
10270,2018-08-02 12:59:41,MALE,NA,2018-08-02,Installed_through_referral
10271,2018-08-10 12:34:26,FEMALE,NA,1997-11-11,Not_through_referral
10272,2018-06-02 00:58:52,MALE,NA,1995-05-07,Not_through_referral
10273,2018-06-01 21:55:10,FEMALE,NA,1987-06-03,Installed_through_referral
10274,2018-06-05 15:59:38,MALE,NA,1991-06-10,Installed_through_referral
10275,2018-06-11 13:57:29,MALE,NA,2014-06-11,Installed_through_referral
10276,2018-06-11 22:11:16,NA,NA,0000-00-00,Installed_through_referral
10277,2018-06-19 21:42:34,MALE,NA,2018-06-19,Installed_through_referral
10278,2018-07-23 17:33:10,FEMALE,NA,1993-03-15,Installed_through_referral
10279,2018-08-07 20:31:32,FEMALE,NA,2018-08-03,Not_through_referral
10280,2018-08-08 17:45:58,FEMALE,NA,2018-08-08,Installed_through_referral
10281,2018-08-12 12:21:27,FEMALE,NA,1993-09-01,Not_through_referral
10282,2018-08-09 21:54:43,MALE,NA,1999-07-14,Not_through_referral
10283,2018-06-18 10:04:50,MALE,NA,1999-10-03,Not_through_referral
10284,2018-06-17 18:49:05,MALE,NA,1994-11-02,Not_through_referral
10285,2018-06-15 19:23:14,FEMALE,NA,1973-12-11,Not_through_referral
10286,2018-07-12 15:25:31,MALE,NA,1995-12-13,Installed_through_referral
10287,2018-08-13 17:03:58,MALE,NA,1993-05-14,Installed_through_referral
10288,2018-06-11 17:50:38,MALE,NA,2001-09-22,Not_through_referral
10289,2018-06-12 12:17:10,MALE,NA,2018-06-12,Not_through_referral
10290,2018-06-16 16:38:33,FEMALE,NA,1997-05-31,Installed_through_referral
10291,2018-07-01 10:10:32,MALE,NA,1993-12-04,Installed_through_referral
10292,2018-07-14 14:17:32,MALE,NA,2018-07-14,Installed_through_referral
10293,2018-07-27 08:29:37,FEMALE,NA,1996-08-15,Not_through_referral
10294,2018-08-03 17:37:27,MALE,NA,1987-12-08,Not_through_referral
10295,2018-08-03 15:44:35,MALE,NA,2018-08-03,Not_through_referral
10296,2018-06-08 17:00:26,MALE,NA,2001-02-02,Not_through_referral
10297,2018-06-04 14:10:19,MALE,NA,2018-06-01,Not_through_referral
10298,2018-06-07 09:23:45,MALE,NA,1991-09-09,Not_through_referral
10299,2018-06-24 21:45:01,MALE,NA,1983-07-30,Not_through_referral
10300,2018-07-07 13:18:11,MALE,NA,1990-05-02,Not_through_referral
10301,2018-07-24 20:20:06,MALE,NA,2018-07-24,Not_through_referral
10302,2018-07-27 01:10:18,MALE,NA,1989-02-14,Not_through_referral
10303,2018-07-31 13:36:11,FEMALE,NA,1998-03-31,Installed_through_referral
10304,2018-08-08 18:23:36,FEMALE,NA,1991-10-04,Not_through_referral
10305,2018-08-05 13:37:40,MALE,NA,1995-04-18,Not_through_referral
10306,2018-08-25 21:29:41,FEMALE,NA,2018-08-16,Not_through_referral
10307,2018-09-04 15:20:02,MALE,NA,2018-09-04,Not_through_referral
10308,2018-08-26 14:47:59,MALE,NA,1997-05-06,Not_through_referral
10309,2018-08-15 17:26:23,MALE,NA,1998-07-10,Not_through_referral
10310,2018-08-27 23:34:35,FEMALE,NA,2001-09-24,Installed_through_referral
10311,2018-09-18 18:56:05,MALE,NA,1992-03-14,Not_through_referral
10312,2018-08-18 14:15:04,FEMALE,NA,1998-12-11,Not_through_referral
10313,2018-08-23 22:14:51,MALE,NA,1994-12-16,Installed_through_referral
10314,2018-09-10 16:38:05,MALE,NA,1989-09-10,Not_through_referral
10315,2018-08-15 06:53:11,FEMALE,NA,1997-10-25,Not_through_referral
10316,2018-08-29 14:57:11,MALE,NA,2018-08-29,Installed_through_referral
10317,2018-09-10 21:01:59,MALE,NA,2018-09-11,Installed_through_referral
10318,2018-09-28 16:28:03,MALE,NA,2018-09-28,Installed_through_referral
10319,2018-08-16 16:54:50,FEMALE,NA,1990-08-16,Not_through_referral
10320,2018-08-27 21:13:29,FEMALE,NA,1987-11-25,Not_through_referral
10321,2018-08-29 11:02:29,MALE,NA,2018-08-10,Installed_through_referral
10322,2018-08-26 12:44:54,MALE,NA,2018-08-26,Installed_through_referral
10323,2018-09-13 21:28:44,MALE,NA,1980-01-01,Not_through_referral
10324,2018-09-13 21:14:54,MALE,NA,1997-07-15,Not_through_referral
10325,2018-09-08 10:40:24,FEMALE,NA,1988-11-26,Installed_through_referral
10326,2018-08-30 13:15:09,MALE,NA,2002-08-30,Installed_through_referral
10327,2018-08-18 17:17:39,MALE,NA,2018-08-18,Installed_through_referral
10328,2018-09-12 06:43:53,FEMALE,NA,1997-09-16,Not_through_referral
10329,2018-08-16 15:02:07,FEMALE,NA,1991-08-15,Not_through_referral
10330,2018-08-22 14:33:19,MALE,NA,1999-11-26,Not_through_referral
10331,2018-08-28 20:15:17,MALE,NA,1990-04-04,Not_through_referral
10332,2018-08-29 19:04:24,MALE,NA,1991-12-22,Installed_through_referral
10333,2018-09-13 20:17:42,FEMALE,NA,1994-03-28,Not_through_referral
10334,2018-06-12 10:58:21,MALE,NA,1993-12-05,Installed_through_referral
10335,2018-06-12 16:51:40,MALE,NA,1994-06-12,Not_through_referral
10336,2018-06-14 22:03:24,FEMALE,NA,1990-11-25,Not_through_referral
10337,2018-06-17 12:23:50,MALE,NA,1998-02-04,Not_through_referral
10338,2018-06-13 22:37:34,FEMALE,NA,1999-09-15,Not_through_referral
10339,2018-07-02 17:32:54,MALE,NA,2018-06-06,Not_through_referral
10340,2018-07-20 20:20:34,MALE,NA,1996-03-22,Not_through_referral
10341,2018-07-27 21:11:10,MALE,NA,2000-07-12,Not_through_referral
10342,2018-08-12 15:57:17,MALE,NA,1988-05-21,Not_through_referral
10343,2018-08-07 23:01:47,FEMALE,NA,2017-09-04,Not_through_referral
10344,2018-06-20 22:22:31,MALE,NA,1996-09-27,Not_through_referral
10345,2018-06-14 14:30:11,MALE,NA,1977-01-16,Not_through_referral
10346,2018-06-28 08:09:32,MALE,NA,2000-07-09,Not_through_referral
10347,2018-07-07 18:24:53,FEMALE,NA,1990-12-14,Not_through_referral
10348,2018-07-20 10:32:14,MALE,NA,1997-02-21,Installed_through_referral
10349,2018-08-12 14:02:22,MALE,NA,1999-10-08,Not_through_referral
10350,2018-08-14 11:11:20,FEMALE,NA,1998-12-28,Not_through_referral
10351,2018-08-14 19:23:03,FEMALE,NA,2018-08-14,Not_through_referral
10352,2018-06-10 16:56:43,FEMALE,NA,1988-10-07,Not_through_referral
10353,2018-06-10 09:41:26,MALE,NA,1996-03-05,Not_through_referral
10354,2018-06-21 22:35:47,MALE,NA,1993-02-26,Not_through_referral
10355,2018-07-11 15:01:00,MALE,NA,1994-10-05,Installed_through_referral
10356,2018-07-20 16:09:01,MALE,NA,1992-06-21,Installed_through_referral
10357,2018-07-23 18:49:54,MALE,NA,1997-04-17,Installed_through_referral
10358,2018-07-27 18:55:33,FEMALE,NA,1993-08-05,Not_through_referral
10359,2018-08-04 12:39:06,FEMALE,NA,1997-12-26,Not_through_referral
10360,2018-08-04 14:31:45,MALE,NA,1998-05-15,Not_through_referral
10361,2018-06-09 21:24:16,MALE,NA,1999-11-12,Not_through_referral
10362,2018-07-07 18:13:24,FEMALE,NA,1997-07-26,Not_through_referral
10363,2018-07-17 15:00:22,MALE,NA,2018-07-17,Installed_through_referral
10364,2018-06-26 13:52:46,NA,NA,0000-00-00,Not_through_referral
10365,2018-06-28 16:45:56,MALE,NA,2018-06-28,Not_through_referral
10366,2018-07-19 12:50:04,MALE,NA,1997-08-15,Not_through_referral
10367,2018-07-28 19:49:31,MALE,NA,1983-11-27,Not_through_referral
10368,2018-08-09 14:50:29,MALE,NA,2018-08-09,Installed_through_referral
10369,2018-08-08 19:40:52,MALE,NA,2018-08-08,Installed_through_referral
10370,2018-06-02 20:26:49,MALE,NA,2018-06-02,Installed_through_referral
10371,2018-06-09 14:30:26,MALE,NA,2016-10-01,Installed_through_referral
10372,2018-06-07 16:41:49,MALE,NA,2008-12-11,Installed_through_referral
10373,2018-06-16 11:18:17,MALE,NA,2018-06-01,Not_through_referral
10374,2018-06-29 11:13:28,MALE,NA,1995-07-10,Installed_through_referral
10375,2018-07-02 18:12:52,MALE,NA,1997-07-02,Installed_through_referral
10376,2018-07-15 16:26:36,MALE,NA,1996-04-19,Not_through_referral
10377,2018-06-13 15:49:07,FEMALE,NA,1992-09-28,Not_through_referral
10378,2018-07-01 19:07:43,MALE,NA,1990-07-17,Not_through_referral
10379,2018-07-12 21:31:03,MALE,NA,1986-12-04,Not_through_referral
10380,2018-07-23 12:34:42,FEMALE,NA,1993-09-14,Not_through_referral
10381,2018-08-09 02:42:01,MALE,NA,1986-04-19,Not_through_referral
10382,2018-08-09 12:49:44,FEMALE,NA,1987-06-28,Not_through_referral
10383,2018-06-11 18:54:09,MALE,NA,1998-07-27,Installed_through_referral
10384,2018-06-15 13:19:26,MALE,NA,1992-04-03,Installed_through_referral
10385,2018-06-17 17:45:02,MALE,NA,1997-10-14,Installed_through_referral
10386,2018-06-25 18:57:25,MALE,NA,1991-01-27,Installed_through_referral
10387,2018-07-04 19:36:18,MALE,NA,2018-07-04,Not_through_referral
10388,2018-07-30 16:30:49,FEMALE,NA,2018-07-30,Not_through_referral
10389,2018-07-26 14:40:49,MALE,NA,1994-07-20,Not_through_referral
10390,2018-08-14 13:14:59,FEMALE,NA,1995-10-14,Installed_through_referral
10391,2018-08-14 11:08:52,MALE,NA,1991-01-19,Not_through_referral
10392,2018-08-12 16:56:47,MALE,NA,2003-06-04,Installed_through_referral
10393,2018-06-05 17:48:27,FEMALE,NA,1994-08-31,Not_through_referral
10394,2018-06-15 16:20:05,MALE,NA,1974-07-12,Not_through_referral
10395,2018-06-14 22:29:54,MALE,NA,1996-08-05,Not_through_referral
10396,2018-06-23 13:07:06,MALE,NA,1999-06-25,Not_through_referral
10397,2018-06-30 23:23:55,MALE,NA,1998-06-23,Installed_through_referral
10398,2018-07-14 12:16:42,FEMALE,NA,1980-07-14,Not_through_referral
10399,2018-08-08 18:18:06,MALE,NA,2018-08-09,Not_through_referral
10400,2018-08-09 22:04:18,MALE,NA,2018-08-01,Not_through_referral
10401,2018-08-07 15:12:13,MALE,NA,1990-11-26,Not_through_referral
10402,2018-06-14 18:02:28,MALE,NA,1993-01-02,Not_through_referral
10403,2018-06-24 18:20:16,MALE,NA,1988-04-19,Not_through_referral
10404,2018-06-22 20:02:23,MALE,NA,1993-04-19,Installed_through_referral
10405,2018-07-06 12:19:51,MALE,NA,1995-07-27,Not_through_referral
10406,2018-07-21 17:14:53,MALE,NA,2000-12-23,Not_through_referral
10407,2018-07-22 17:28:29,MALE,NA,1996-03-25,Not_through_referral
